ordinal	row_kind	path	byte_start	byte_end	attribute_kind	item_key	line_start	line_end	cohort	compile_domain	compile_domain_status	role	role_status	candidate_owner_ref	candidate_evidence_refs	owner_evidence_status	candidate_successor_status	successor_basis_or_blocker	review_state
146	dead_code_allowance	src/mir/compiler/module_registry.in.rs	4700	4719	outer_allow	nested_predicate_projection	132	132	A	generated_included	file_observed	nested_predicate_projection	candidate_evidence	src/mir/compiler/nested_predicate_projection.rs#symbol:issue_nested_predicate_source_projection_v1@7917aa105cd056d58adac837b5f0bc297da89006	src/mir/compiler/nested_predicate_projection.rs#range:47-165@7917aa105cd056d58adac837b5f0bc297da89006;src/mir/compiler/nested_predicate_profile.rs#range:152-153@7917aa105cd056d58adac837b5f0bc297da89006	candidate	unknown	NestedPredicate source projection has a current profile owner, but exact registry allowance retention/successor policy is not issued	candidate_evidence
147	dead_code_allowance	src/mir/compiler/module_registry.in.rs	4772	4791	outer_allow	nested_predicate_source_handoff	134	134	A	generated_included	file_observed	nested_predicate_source_handoff	candidate_evidence	src/mir/compiler/nested_predicate_source_handoff.rs#symbol:VerifiedNestedPhysicalSourceHandoffV1::issue@7917aa105cd056d58adac837b5f0bc297da89006	src/mir/compiler/nested_predicate_source_handoff.rs#range:68-95@7917aa105cd056d58adac837b5f0bc297da89006;src/mir/compiler/nested_predicate_producer.rs#range:83-85@7917aa105cd056d58adac837b5f0bc297da89006	candidate	unknown	NestedPredicate source handoff has current producer evidence, but exact registry allowance retention/successor policy is not issued	candidate_evidence
148	dead_code_allowance	src/mir/compiler/module_registry.in.rs	4848	4867	outer_allow	nested_predicate_topology	136	136	A	generated_included	file_observed	nested_predicate_topology	candidate_evidence	src/mir/compiler/nested_predicate_topology.rs#symbol:issue_nested_predicate_physical_emission_input_v1@7917aa105cd056d58adac837b5f0bc297da89006	src/mir/compiler/nested_predicate_topology.rs#range:252-262@7917aa105cd056d58adac837b5f0bc297da89006;src/mir/compiler/nested_predicate_profile.rs#range:159-160@7917aa105cd056d58adac837b5f0bc297da89006;src/mir/builder/resolved_lowering/nested_predicate_lowerer.rs#range:73-101@7917aa105cd056d58adac837b5f0bc297da89006	candidate	unknown	NestedPredicate topology has current profile/lowerer evidence, but exact registry allowance retention/successor policy is not issued	candidate_evidence
149	dead_code_allowance	src/mir/compiler/module_registry.in.rs	4918	4937	outer_allow	variable_accum_break_projection	138	138	A	generated_included	file_observed	variable_accum_break_source_observer	candidate_evidence	src/mir/compiler/variable_accum_break_projection.rs#symbol:issue_variable_accum_break_source_attempt_v1@7917aa105cd056d58adac837b5f0bc297da89006	src/mir/compiler/variable_accum_break_projection.rs#range:1-74@7917aa105cd056d58adac837b5f0bc297da89006;src/mir/compiler/variable_accum_break_projection.rs#range:154-328@7917aa105cd056d58adac837b5f0bc297da89006;src/mir/compiler/variable_accum_break_projection.rs#range:519-521@7917aa105cd056d58adac837b5f0bc297da89006;src/mir/compiler/variable_accum_break_projection_tests.rs#range:116-216@7917aa105cd056d58adac837b5f0bc297da89006;src/mir/loop_structural_facts/README.md#range:42-67@7917aa105cd056d58adac837b5f0bc297da89006	candidate	unknown	S6B source observer and cfg(test) Recipe proof are current technical evidence only; exact registry allowance retention owner or named successor is not issued	candidate_evidence
150	dead_code_allowance	src/mir/compiler/module_registry.in.rs	4994	5013	outer_allow	variable_accum_recurrence_projection	140	140	A	generated_included	file_observed	variable_accum_recurrence_source_observer	candidate_evidence	src/mir/compiler/variable_accum_recurrence_projection.rs#symbol:issue_variable_accum_recurrence_source_attempt_v1@7917aa105cd056d58adac837b5f0bc297da89006	src/mir/compiler/variable_accum_recurrence_projection.rs#range:1-74@7917aa105cd056d58adac837b5f0bc297da89006;src/mir/compiler/variable_accum_recurrence_projection.rs#range:150-287@7917aa105cd056d58adac837b5f0bc297da89006;src/mir/compiler/module_registry.in.rs#range:140-143@7917aa105cd056d58adac837b5f0bc297da89006;src/mir/compiler/variable_accum_recurrence_projection_tests.rs#range:173-225@7917aa105cd056d58adac837b5f0bc297da89006;src/mir/compiler/variable_accum_recurrence_projection_tests.rs#range:232-394@7917aa105cd056d58adac837b5f0bc297da89006;src/mir/compiler/README.md#range:947-962@7917aa105cd056d58adac837b5f0bc297da89006	candidate	unknown	S6A source observer and cfg(test) recurrence/Recipe proof are current technical evidence only; M10b is broad future cutover, not an exact-key retention owner or named successor	candidate_evidence
151	dead_code_allowance	src/mir/compiler/module_registry.in.rs	5716	5735	outer_allow	nested_predicate_profile	158	158	A	generated_included	file_observed	nested_predicate_profile	candidate_evidence	src/mir/compiler/nested_predicate_profile.rs#symbol:probe_nested_predicate_source_unit_v1@7917aa105cd056d58adac837b5f0bc297da89006	src/mir/compiler/nested_predicate_profile.rs#range:106-186@7917aa105cd056d58adac837b5f0bc297da89006;src/mir/compiler/capability.rs#range:92-95@7917aa105cd056d58adac837b5f0bc297da89006	candidate	unknown	NestedPredicate profile has a current preflight owner/cutover chain, but exact registry allowance retention/successor policy is not issued	candidate_evidence
152	dead_code_allowance	src/mir/compiler/module_registry.in.rs	5999	6018	outer_allow	normal_source_plan	168	168	A	generated_included	file_observed	normal_source_plan	candidate_evidence	docs/development/current/main/investigations/normal-source-plan0-s0-execution-task-2026-07-26.md#range:102-112@979bf3af93	docs/development/current/main/investigations/normal-source-plan0-s0-execution-task-2026-07-26.md#range:102-112@979bf3af93	candidate	unknown	named sunset policy is a candidate only; exact row policy remains unissued	candidate_evidence
153	dead_code_allowance	src/mir/compiler/module_registry.in.rs	6186	6205	outer_allow	raw_root_callable_main	173	173	A	generated_included	file_observed	raw_root	candidate_evidence	docs/development/current/main/investigations/cut0-i0-raw-source0-lower-root-callmain0-s0-execution-task-2026-07-24.md#range:265-283@979bf3af93	docs/development/current/main/investigations/cut0-i0-raw-source0-lower-root-callmain0-s0-execution-task-2026-07-24.md#range:265-283@979bf3af93	candidate	unknown	CALLMAIN0/CUT0 retirement condition is a candidate only; exact row policy remains unissued	candidate_evidence
154	dead_code_allowance	src/mir/compiler/module_registry.in.rs	6253	6272	outer_allow	raw_root_children	175	175	A	generated_included	file_observed	raw_root	candidate_evidence	docs/development/current/main/investigations/cut0-i0-raw-source0-lower-root-callchildren0-s0-execution-task-2026-07-24.md#range:202-221@979bf3af93	docs/development/current/main/investigations/cut0-i0-raw-source0-lower-root-callchildren0-s0-execution-task-2026-07-24.md#range:202-221@979bf3af93	candidate	unknown	CHILDREN0/CUT0 retirement condition is a candidate only; exact row policy remains unissued	candidate_evidence
155	dead_code_allowance	src/mir/compiler/module_registry.in.rs	6315	6334	outer_allow	raw_root_decl_access	177	177	A	generated_included	file_observed	raw_root	candidate_evidence	docs/development/current/main/investigations/declaccess0-s0-execution-task-2026-07-24.md#range:127-160@979bf3af93	docs/development/current/main/investigations/declaccess0-s0-execution-task-2026-07-24.md#range:127-160@979bf3af93	candidate	unknown	CUT0 retirement condition is a candidate only; exact row policy remains unissued	candidate_evidence
156	dead_code_allowance	src/mir/compiler/module_registry.in.rs	6380	6399	outer_allow	raw_root_drain	179	179	A	generated_included	file_observed	raw_reference_compat_drain	candidate_evidence	src/mir/compiler/raw_root_drain.rs#symbol:RawRootBatchCompleteInvocationV1::prepare_drain@7917aa105cd056d58adac837b5f0bc297da89006	src/mir/compiler/raw_root_drain.rs#range:111-120@7917aa105cd056d58adac837b5f0bc297da89006;src/mir/compiler/raw_root_drain.rs#range:203-230@7917aa105cd056d58adac837b5f0bc297da89006;src/mir/compiler/raw_published_compile.rs#range:232-241@7917aa105cd056d58adac837b5f0bc297da89006	candidate	unknown	Raw reference/compat drain owner and published handoff are current evidence only; raw-vm-reference is not an exact-key successor and retention policy is unissued	candidate_evidence
157	dead_code_allowance	src/mir/compiler/module_registry.in.rs	6439	6458	outer_allow	raw_root_eligibility	181	181	A	generated_included	file_observed		unreviewed			missing	unknown	generated registry retention policy and successor owner are not named	blocked_successor
158	dead_code_allowance	src/mir/compiler/module_registry.in.rs	6504	6523	outer_allow	raw_root_eligibility_classifier	183	183	A	generated_included	file_observed	raw_reference_compat_classifier	candidate_evidence	src/mir/compiler/raw_root_eligibility_classifier.rs#symbol:RawScalarControl0ClassifierV1::classify_statements@7917aa105cd056d58adac837b5f0bc297da89006	src/mir/compiler/raw_root_eligibility_classifier.rs#range:151-165@7917aa105cd056d58adac837b5f0bc297da89006;src/mir/compiler/raw_root_plan0.rs#range:275-328@7917aa105cd056d58adac837b5f0bc297da89006;src/mir/compiler/raw_root_plan0.rs#range:475-480@7917aa105cd056d58adac837b5f0bc297da89006;src/mir/compiler/raw_root_plan0.rs#range:553-556@7917aa105cd056d58adac837b5f0bc297da89006	candidate	unknown	Raw eligibility classifier is current reference/compat preflight evidence only; exact registry allowance retention/successor policy is unissued	candidate_evidence
159	dead_code_allowance	src/mir/compiler/module_registry.in.rs	6580	6599	outer_allow	raw_root_eligibility_prepare	185	185	A	generated_included	file_observed	raw_reference_compat_eligibility	candidate_evidence	src/mir/compiler/raw_root_eligibility_prepare.rs#symbol:prepare_public_eligibility@7917aa105cd056d58adac837b5f0bc297da89006	src/mir/compiler/raw_root_eligibility_prepare.rs#range:16-28@7917aa105cd056d58adac837b5f0bc297da89006;src/mir/compiler/raw_published_compile.rs#range:208-213@7917aa105cd056d58adac837b5f0bc297da89006	candidate	unknown	Raw public eligibility preparation is current NarrowV1 reference/compat evidence only; exact registry allowance retention/successor policy is unissued	candidate_evidence
160	dead_code_allowance	src/mir/compiler/module_registry.in.rs	6702	6721	outer_allow	raw_root_finalization	188	188	A	generated_included	file_observed		unreviewed			missing	unknown	generated registry retention policy and successor owner are not named	blocked_successor
161	dead_code_allowance	src/mir/compiler/module_registry.in.rs	6768	6787	outer_allow	raw_root_helper_coverage	190	190	A	generated_included	file_observed	raw_reference_compat_helper_coverage	candidate_evidence	src/mir/compiler/raw_root_helper_coverage.rs#symbol:RawStaticHelperCoverageV1::verify@7917aa105cd056d58adac837b5f0bc297da89006	src/mir/compiler/raw_root_helper_coverage.rs#range:63-76@7917aa105cd056d58adac837b5f0bc297da89006;src/mir/compiler/raw_root_eligibility.rs#range:205-249@7917aa105cd056d58adac837b5f0bc297da89006;src/mir/raw_vm_reference_contract.rs#range:44-60@7917aa105cd056d58adac837b5f0bc297da89006	candidate	unknown	Raw helper coverage is a NarrowV1 reference witness, not an exact-key successor; retention policy is unissued	candidate_evidence
162	dead_code_allowance	src/mir/compiler/module_registry.in.rs	6837	6856	outer_allow	raw_root_package	192	192	A	generated_included	file_observed	raw_reference_compat_package	candidate_evidence	src/mir/compiler/raw_root_package.rs#symbol:SourceBoundRawPackageV1::into_root_package@7917aa105cd056d58adac837b5f0bc297da89006	src/mir/compiler/raw_root_package.rs#range:34-55@7917aa105cd056d58adac837b5f0bc297da89006;src/mir/compiler/raw_published_compile.rs#range:208-213@7917aa105cd056d58adac837b5f0bc297da89006	candidate	unknown	Raw root package boundary is current reference/compat evidence only; exact registry allowance retention/successor policy is unissued	candidate_evidence
163	dead_code_allowance	src/mir/compiler/module_registry.in.rs	7041	7060	outer_allow	raw_runtime_inputs	197	197	A	generated_included	file_observed	raw_reference_compat_runtime_inputs	candidate_evidence	src/mir/compiler/raw_runtime_inputs.rs#symbol:RawRuntimeInputSnapshotV1::capture@7917aa105cd056d58adac837b5f0bc297da89006	src/mir/compiler/raw_runtime_inputs.rs#range:47-86@7917aa105cd056d58adac837b5f0bc297da89006;src/mir/compiler/raw_source_binding.rs#range:165-246@7917aa105cd056d58adac837b5f0bc297da89006;src/mir/compiler/raw_root_environment_manifest.rs#range:58-69@7917aa105cd056d58adac837b5f0bc297da89006	candidate	unknown	Raw runtime-input snapshot is current reference/compat ingress evidence only; exact registry allowance retention/successor policy is unissued	candidate_evidence
164	dead_code_allowance	src/mir/compiler/module_registry.in.rs	7104	7123	outer_allow	raw_source_binding	199	199	A	generated_included	file_observed	raw_reference_compat_binding	candidate_evidence	src/mir/compiler/raw_source_binding.rs#symbol:SourceBoundRawPackageV1::bind@7917aa105cd056d58adac837b5f0bc297da89006	src/mir/compiler/raw_source_binding.rs#range:165-247@7917aa105cd056d58adac837b5f0bc297da89006;src/mir/compiler/mod.rs#range:331-350@7917aa105cd056d58adac837b5f0bc297da89006;src/mir/compiler/raw_published_compile.rs#range:199-207@7917aa105cd056d58adac837b5f0bc297da89006	candidate	unknown	Raw source binding is current reference/compat ingress evidence only; exact registry allowance retention/successor policy is unissued	candidate_evidence
165	dead_code_allowance	src/mir/compiler/module_registry.in.rs	7167	7186	outer_allow	recursive_callable_module_plan	201	201	A	generated_included	file_observed	callable_topology	candidate_evidence	docs/development/current/main/investigations/normal-callable-module0-r0-s0-execution-task-2026-07-26.md#range:17-19@979bf3af93	docs/development/current/main/investigations/normal-callable-module0-r0-s0-execution-task-2026-07-26.md#range:17-19@979bf3af93	candidate	unknown	named successor/retire condition is a candidate only; exact row policy remains unissued	candidate_evidence
166	dead_code_allowance	src/mir/compiler/module_registry.in.rs	7242	7261	outer_allow	resolved_callable_module	203	203	A	generated_included	file_observed	resolved_callable_module	candidate_evidence	src/mir/compiler/resolved_callable_module.rs#symbol:VerifiedResolvedCallableModuleV1::resolve@7917aa105cd056d58adac837b5f0bc297da89006	src/mir/compiler/resolved_callable_module.rs#range:70-186@7917aa105cd056d58adac837b5f0bc297da89006;src/mir/compiler/resolved_callable_module_input.rs#range:20-30@7917aa105cd056d58adac837b5f0bc297da89006;src/mir/compiler/normal_source_plan/normal_acyclic_module_plan.rs#range:108-125@7917aa105cd056d58adac837b5f0bc297da89006;src/mir/compiler/mod.rs#range:444-470@7917aa105cd056d58adac837b5f0bc297da89006;src/mir/compiler/mod.rs#range:478-507@7917aa105cd056d58adac837b5f0bc297da89006	candidate	unknown	Resolved callable module has a live canonical ingress owner, but exact registry allowance retention/successor policy is not issued	candidate_evidence
167	dead_code_allowance	src/mir/compiler/module_registry.in.rs	7347	7366	outer_allow	resolved_callable_module_preflight	206	206	A	generated_included	file_observed	resolved_callable_module_preflight	candidate_evidence	src/mir/compiler/resolved_callable_module_preflight.rs#symbol:VerifiedCallableModulePreflightV1::verify@7917aa105cd056d58adac837b5f0bc297da89006	src/mir/compiler/resolved_callable_module_preflight.rs#range:27-87@7917aa105cd056d58adac837b5f0bc297da89006;src/mir/compiler/resolved_callable_module_preflight_tests.rs#range:75-114@7917aa105cd056d58adac837b5f0bc297da89006;src/mir/compiler/mod.rs#range:104-104@7917aa105cd056d58adac837b5f0bc297da89006	candidate	unknown	Resolved callable preflight is a test-centered verifier with no selected production caller; exact-key retention/successor policy is not issued	candidate_evidence
168	dead_code_allowance	src/mir/compiler/module_registry.in.rs	7426	7445	outer_allow	resolved_direct_accum_cutover	208	208	A	generated_included	file_observed	resolved_direct_accum_cutover	candidate_evidence	src/mir/compiler/resolved_direct_accum_cutover.rs#symbol:compile_direct_accum_source_bound@7917aa105cd056d58adac837b5f0bc297da89006	src/mir/compiler/resolved_direct_accum_cutover.rs#range:19-25@7917aa105cd056d58adac837b5f0bc297da89006;src/mir/compiler/resolved_direct_accum_cutover.rs#range:76-110@7917aa105cd056d58adac837b5f0bc297da89006;src/mir/compiler/mod.rs#range:525-531@7917aa105cd056d58adac837b5f0bc297da89006	candidate	unknown	Resolved DirectAccum cutover has a production route owner, but the exact registry allowance retention/successor policy is not issued	candidate_evidence
169	dead_code_allowance	src/mir/compiler/module_registry.in.rs	7481	7500	outer_allow	resolved_nested_predicate_cutover	210	210	A	generated_included	file_observed	resolved_nested_predicate_cutover	candidate_evidence	src/mir/compiler/resolved_nested_predicate_cutover.rs#symbol:compile_nested_predicate_source_bound@7917aa105cd056d58adac837b5f0bc297da89006	src/mir/compiler/resolved_nested_predicate_cutover.rs#range:16-23@7917aa105cd056d58adac837b5f0bc297da89006;src/mir/compiler/resolved_nested_predicate_cutover.rs#range:52-88@7917aa105cd056d58adac837b5f0bc297da89006;src/mir/compiler/mod.rs#range:533-538@7917aa105cd056d58adac837b5f0bc297da89006	candidate	unknown	Resolved NestedPredicate cutover has a production route owner, but the exact registry allowance retention/successor policy is not issued	candidate_evidence
170	dead_code_allowance	src/mir/compiler/module_registry.in.rs	7595	7614	outer_allow	source_bound_package	213	213	A	generated_included	file_observed	canonical_source_bound_runtime	reviewed_ready_for_map	src/mir/compiler/source_bound_package.rs#symbol:SourceBoundCanonicalPackageV1@3357b7337706e1a3deb5337b6a420d3aac535e36	src/mir/compiler/source_bound_package.rs#range:476-495@3357b7337706e1a3deb5337b6a420d3aac535e36;src/mir/compiler/mod.rs#range:304-312@3357b7337706e1a3deb5337b6a420d3aac535e36;src/mir/compiler/mod.rs#range:510-539@3357b7337706e1a3deb5337b6a420d3aac535e36	reviewed	not_required	RetainNamed live canonical source-bound package owner; reopen if all DirectAccum/Nested non-test callers reach zero or a replacement lifecycle owner lands; no allow removal or source deletion is authorized	reviewed_ready_for_map
171	dead_code_allowance	src/mir/compiler/module_registry.in.rs	7660	7679	outer_allow	source_bound_plan	215	215	A	generated_included	file_observed	canonical_source_bound_plan	reviewed_ready_for_map	src/mir/compiler/source_bound_plan.rs#symbol:ExactCanonicalPreflightPlanV1@3357b7337706e1a3deb5337b6a420d3aac535e36	src/mir/compiler/source_bound_plan.rs#range:1-84@3357b7337706e1a3deb5337b6a420d3aac535e36;src/mir/compiler/source_bound_package.rs#range:23-26@3357b7337706e1a3deb5337b6a420d3aac535e36;docs/development/current/main/investigations/joinir-loop-canonical-family-plan-envelope-f0-design-2026-08-03.md#range:55-61@3357b7337706e1a3deb5337b6a420d3aac535e36;docs/development/current/main/investigations/joinir-loop-canonical-family-plan-envelope-f0-design-2026-08-03.md#range:97-103@3357b7337706e1a3deb5337b6a420d3aac535e36	reviewed	not_required	RetainNamed independent source-bound plan/mapping owner; compatibility re-export is RetainGuarded non-authority; reopen if package stops delegating plan mapping, all re-export consumers migrate, or a replacement plan owner lands; no re-export permanence or source deletion is authorized	reviewed_ready_for_map
172	dead_code_allowance	src/mir/compiler/module_registry.in.rs	7722	7741	outer_allow	source_entry_ny_main	217	217	A	generated_included	file_observed	source_entry_test_owner	candidate_evidence	src/mir/compiler/source_entry_ny_main.rs#symbol:NyMainCapabilityAdapterV1@7917aa105cd056d58adac837b5f0bc297da89006	src/mir/compiler/source_entry_ny_main.rs#range:10-48@7917aa105cd056d58adac837b5f0bc297da89006	candidate	unknown	NyMain capability adapter is test/disconnected evidence only; exact registry allowance retention or named successor policy is not issued	candidate_evidence
173	dead_code_allowance	src/mir/compiler/module_registry.in.rs	7787	7806	outer_allow	source_entry_physical	219	219	A	generated_included	file_observed	source_entry_legacy_projection	candidate_evidence	src/mir/compiler/source_entry_physical.rs#symbol:CompletedSourceEntryV1::into_physical@7917aa105cd056d58adac837b5f0bc297da89006	src/mir/compiler/source_entry_thunk.rs#range:11-65@7917aa105cd056d58adac837b5f0bc297da89006;src/mir/compiler/source_entry_physical.rs#range:12-52@7917aa105cd056d58adac837b5f0bc297da89006;src/mir/compiler/source_entry_vm_reference_p0.rs#range:11-22@7917aa105cd056d58adac837b5f0bc297da89006	candidate	unknown	Physical source-entry thunk chain is legacy projection evidence; exact registry allowance retention or named successor policy is not issued	candidate_evidence
174	dead_code_allowance	src/mir/compiler/module_registry.in.rs	7853	7872	outer_allow	source_entry_projection	221	221	A	generated_included	file_observed	source_entry_legacy_projection	candidate_evidence	src/mir/compiler/source_entry_projection.rs#symbol:PhysicalSourceEntryCarrierV1::prepare_process_projection@7917aa105cd056d58adac837b5f0bc297da89006	src/mir/compiler/source_entry_projection.rs#range:10-97@7917aa105cd056d58adac837b5f0bc297da89006	candidate	unknown	Physical source-entry projection is legacy carrier evidence; exact registry allowance retention or named successor policy is not issued	candidate_evidence
175	dead_code_allowance	src/mir/compiler/module_registry.in.rs	7921	7940	outer_allow	source_entry_published_invocation	223	223	A	generated_included	file_observed	source_entry_live_substrate	candidate_evidence	src/mir/compiler/source_entry_published_invocation.rs#symbol:PublishedSourceEntryInvocationV1@7917aa105cd056d58adac837b5f0bc297da89006	src/mir/compiler/source_entry_published_invocation.rs#range:121-176@7917aa105cd056d58adac837b5f0bc297da89006;src/mir/compiler/canonical_core_dispatch.rs#range:515-542@7917aa105cd056d58adac837b5f0bc297da89006;src/mir/compiler/canonical_core_dispatch/publication.rs#range:98-162@7917aa105cd056d58adac837b5f0bc297da89006;src/mir/compiler/source_entry_vm_raw_adapter.rs#range:83-145@7917aa105cd056d58adac837b5f0bc297da89006	candidate	unknown	Published source-entry invocation has a live canonical/raw adapter chain; exact registry allowance retention or named successor policy is not issued	candidate_evidence
176	dead_code_allowance	src/mir/compiler/module_registry.in.rs	7999	8018	outer_allow	source_entry_reference	225	225	A	generated_included	file_observed	source_entry_test_reference	candidate_evidence	src/mir/compiler/source_entry_reference.rs#range:1-17@7917aa105cd056d58adac837b5f0bc297da89006	src/mir/compiler/source_entry_reference.rs#range:1-17@7917aa105cd056d58adac837b5f0bc297da89006	candidate	unknown	Source-entry reference is a cfg(test) fixture boundary; exact registry allowance retention or named successor policy is not issued	candidate_evidence
177	dead_code_allowance	src/mir/compiler/module_registry.in.rs	8066	8085	outer_allow	source_entry_result	227	227	A	generated_included	file_observed	source_entry_live_substrate	candidate_evidence	src/mir/compiler/source_entry_result.rs#symbol:ProcessExitProjectionV1::project_canonical@7917aa105cd056d58adac837b5f0bc297da89006	src/mir/compiler/source_entry_result.rs#range:218-287@7917aa105cd056d58adac837b5f0bc297da89006;src/mir/compiler/canonical_core_dispatch.rs#range:515-542@7917aa105cd056d58adac837b5f0bc297da89006;src/mir/compiler/source_entry_vm_invocation.rs#range:21-117@7917aa105cd056d58adac837b5f0bc297da89006;src/mir/raw_vm_reference_contract.rs#range:11-105@7917aa105cd056d58adac837b5f0bc297da89006	candidate	unknown	Source-entry result projection is live canonical dispatch/VM evidence; exact registry allowance retention or named successor policy is not issued	candidate_evidence
178	dead_code_allowance	src/mir/compiler/module_registry.in.rs	8130	8149	outer_allow	source_entry_selection	229	229	A	generated_included	file_observed	source_entry_live_substrate	candidate_evidence	src/mir/compiler/source_entry_selection.rs#symbol:SelectedSourceEntryContinuationV1@7917aa105cd056d58adac837b5f0bc297da89006	src/mir/compiler/source_entry_selection.rs#range:12-112@7917aa105cd056d58adac837b5f0bc297da89006;src/mir/compiler/raw_source_binding.rs#range:230-237@7917aa105cd056d58adac837b5f0bc297da89006	candidate	unknown	Source-entry selection mixes live continuation with an old test chain; exact registry allowance retention or named successor policy is not issued	candidate_evidence
179	dead_code_allowance	src/mir/compiler/module_registry.in.rs	8197	8216	outer_allow	source_entry_thunk	231	231	A	generated_included	file_observed	source_entry_legacy_projection	candidate_evidence	src/mir/compiler/source_entry_thunk.rs#symbol:SelectedSourceEntryV1::begin_thunk@7917aa105cd056d58adac837b5f0bc297da89006	src/mir/compiler/source_entry_thunk.rs#range:11-65@7917aa105cd056d58adac837b5f0bc297da89006;src/mir/compiler/source_entry_vm_reference_p0.rs#range:11-22@7917aa105cd056d58adac837b5f0bc297da89006	candidate	unknown	Source-entry thunk is an old begin-thunk projection chain; exact registry allowance retention or named successor policy is not issued	candidate_evidence
180	dead_code_allowance	src/mir/compiler/module_registry.in.rs	8394	8413	outer_allow	source_entry_vm_invocation	236	236	A	generated_included	file_observed	source_entry_vm_invocation	candidate_evidence	src/mir/compiler/source_entry_vm_invocation.rs#symbol:PreparedVmReferenceSourceEntryInvocationV1::prepare_vm_reference@7917aa105cd056d58adac837b5f0bc297da89006	src/mir/compiler/source_entry_vm_invocation.rs#range:21-117@7917aa105cd056d58adac837b5f0bc297da89006;src/mir/raw_vm_reference_contract.rs#range:11-105@7917aa105cd056d58adac837b5f0bc297da89006;src/mir/compiler/source_entry_vm_raw_adapter.rs#range:83-145@7917aa105cd056d58adac837b5f0bc297da89006	candidate	unknown	VM-reference source-entry invocation is feature-gated reference evidence; exact registry allowance retention or named successor policy is not issued	candidate_evidence
181	dead_code_allowance	src/mir/compiler/module_registry.in.rs	8550	8569	outer_allow	source_entry_vm_reference	240	240	A	generated_included	file_observed	vm_reference	candidate_evidence	tools/checks/fixtures/hmi_semantic_reference_inventory_v1.json#range:53-60@979bf3af93	tools/checks/fixtures/hmi_semantic_reference_inventory_v1.json#range:53-60@979bf3af93	candidate	unknown	registered reference/retirement condition is a candidate only; exact row policy remains unissued	candidate_evidence
182	dead_code_allowance	src/mir/compiler/module_registry.in.rs	8755	8774	outer_allow	source_projection	246	246	A	generated_included	file_observed	ssa_projection	candidate_evidence	tools/checks/fixtures/canonical_ssa_seam_inventory_v1.json#item:return.source-projection@979bf3af93	tools/checks/lib/resolved_binding_ssa_contract.sh#range:10-54@979bf3af93	candidate	unknown	control-only retain/SSA-E0 direction is a candidate only; exact row policy remains unissued	candidate_evidence
183	dead_code_allowance	src/mir/compiler/module_registry.in.rs	8817	8836	outer_allow	source_view	248	248	A	generated_included	file_observed	source_navigation	candidate_evidence	src/mir/compiler/source_view.rs#symbol:FunctionSourceViewV1@a9bc4d0797a6a9b187e01d3746b2f02bf8ef98d1	src/mir/compiler/README.md#range:725-739@a9bc4d0797a6a9b187e01d3746b2f02bf8ef98d1;src/mir/compiler/source_view.rs#range:41-56@a9bc4d0797a6a9b187e01d3746b2f02bf8ef98d1;src/mir/compiler/function_input.rs#range:14-22@a9bc4d0797a6a9b187e01d3746b2f02bf8ef98d1;src/mir/compiler/function_input.rs#range:43-85@a9bc4d0797a6a9b187e01d3746b2f02bf8ef98d1	candidate	unknown	FunctionSourceViewV1 is current production source-navigation owner, but exact registry allowance retention policy and named successor are not issued	candidate_evidence
184	dead_code_allowance	src/mir/mod.rs	14630	14649	outer_allow	resolved_value_profile	214	214	B	production_default	file_observed		unreviewed			missing	unknown	runtime owner candidate exists but successor/retention evidence is not reviewed for this site	blocked_successor
